Time Custom..._Count Custom..._Conc Acetate_Count Acetate_Conc Custom..._Died bacteria_couldn't_eat
240 64 0.46 63162 1.96 0 0
242 64 0.47 62770 1.95 0 0
244 64 0.49 62363 1.94 0 0
246 64 0.5 61948 1.92 0 0
248 64 0.51 61520 1.91 0 0
250 64 0.53 61079 1.9 0 0
252 64 0.54 60633 1.88 0 0
254 64 0.56 60173 1.87 0 0
256 64 0.57 59696 1.85 0 0
258 64 0.59 59204 1.84 0 0
260 64 0.6 58702 1.82 0 0
262 64 0.62 58187 1.81 0 0
264 128 0.63 57662 1.79 0 0
266 128 0.65 57120 1.77 0 0
268 128 0.67 56567 1.75 0 0
270 128 0.69 55985 1.74 0 0
272 128 0.71 55396 1.72 0 0
274 128 0.72 54798 1.7 0 0
276 128 0.74 54171 1.68 0 0
278 128 0.76 53530 1.66 0 0
280 128 0.78 52874 1.64 0 0
282 128 0.81 52194 1.62 0 0
284 128 0.83 51497 1.6 0 0
286 128 0.85 50785 1.57 0 0
288 128 0.87 50066 1.55 0 0
290 128 0.9 49312 1.53 0 0
292 128 0.92 48545 1.5 0 0
294 128 0.95 47755 1.48 0 0
296 128 0.97 46942 1.45 0 0
298 128 1.0 46109 1.43 0 0
300 128 1.02 45255 1.4 0 0
302 128 1.05 44371 1.37 0 0
304 128 1.08 43467 1.35 0 0
306 128 1.11 42542 1.32 0 0
308 128 1.14 41594 1.29 0 0
310 128 1.17 40618 1.26 0 0
312 128 1.2 39614 1.23 0 0
314 128 1.23 38580 1.19 0 0
316 256 1.27 37520 1.16 0 0
318 256 1.3 36440 1.13 0 0
320 256 1.34 35326 1.09 0 0
322 256 1.37 34185 1.06 0 0
324 256 1.41 32996 1.02 0 0
326 256 1.45 31793 0.98 0 0
328 256 1.49 30560 0.94 0 0
330 256 1.53 29279 0.9 0 0
332 256 1.57 27974 0.86 0 0
334 256 1.61 26622 0.82 0 0
336 256 1.65 25231 0.78 0 0
338 256 1.7 23795 0.73 0 0
340 256 1.74 22328 0.69 0 0
342 256 1.79 20830 0.64 0 2
344 256 1.84 19298 0.59 0 0
346 256 1.89 17718 0.54 0 1
348 256 1.94 16133 0.5 0 0
350 256 1.99 14533 0.45 0 4
352 256 2.04 13003 0.4 0 13
354 256 2.08 11550 0.35 0 16
356 256 2.12 10200 0.31 0 34
358 256 2.16 8950 0.27 0 47
360 256 2.2 7719 0.24 0 57
362 256 2.24 6487 0.2 0 57
364 256 2.28 5260 0.16 0 56
366 256 2.32 4075 0.12 0 72
368 339 2.35 2941 0.09 0 78
370 349 2.38 1954 0.06 0 101
372 353 2.41 1057 0.03 0 121
374 358 2.43 319 0.01 0 163
376 358 2.44 56 0.0 0 253
378 358 2.44 6 0.0 0 324
380 358 2.44 2 0.0 0 354
382 358 2.44 0 0.0 0 356
384 358 2.44 0 0.0 0 358
386 358 2.44 0 0.0 0 358
388 358 2.44 0 0.0 0 358
390 358 2.44 0 0.0 0 358
392 358 2.44 0 0.0 0 358
394 358 2.44 0 0.0 0 358
396 358 2.44 0 0.0 0 358
398 358 2.44 0 0.0 0 358
400 358 2.44 0 0.0 0 358
402 358 2.44 0 0.0 0 358
404 358 2.44 0 0.0 0 358
406 358 2.44 0 0.0 0 358
408 358 2.44 0 0.0 0 358
410 358 2.44 0 0.0 0 358
412 358 2.44 0 0.0 0 358
414 358 2.44 0 0.0 0 358
416 358 2.44 0 0.0 0 358
418 358 2.44 0 0.0 0 358
420 358 2.44 0 0.0 0 358
422 358 2.44 0 0.0 0 358
424 358 2.44 0 0.0 0 358
426 358 2.44 0 0.0 0 358
428 358 2.44 0 0.0 0 358
430 358 2.44 0 0.0 0 358
432 358 2.44 0 0.0 0 358
434 358 2.44 0 0.0 0 358
436 358 2.44 0 0.0 0 358
438 358 2.44 0 0.0 0 358
440 358 2.44 0 0.0 0 358
442 358 2.44 0 0.0 0 358
444 358 2.44 0 0.0 0 358
446 358 2.44 0 0.0 0 358
448 358 2.44 0 0.0 0 358
450 358 2.44 0 0.0 0 358
452 358 2.44 0 0.0 0 358
454 358 2.44 0 0.0 0 358
456 358 2.44 0 0.0 0 358
458 358 2.44 0 0.0 0 358
460 358 2.44 0 0.0 0 358
462 358 2.44 0 0.0 0 358
464 358 2.44 0 0.0 0 358
466 358 2.44 0 0.0 0 358
468 358 2.44 0 0.0 0 358
470 358 2.44 0 0.0 0 358
472 358 2.44 0 0.0 0 358
474 358 2.44 0 0.0 0 358
476 358 2.44 0 0.0 0 358
478 358 2.44 0 0.0 0 358
480 358 2.44 0 0.0 0 358
482 358 2.44 0 0.0 0 358
484 358 2.44 0 0.0 0 358
486 358 2.44 0 0.0 0 358
488 358 2.44 0 0.0 0 358
490 358 2.44 0 0.0 0 358
492 358 2.44 0 0.0 0 358
494 358 2.44 0 0.0 0 358
496 358 2.44 0 0.0 0 358
498 358 2.44 0 0.0 0 358
500 358 2.44 0 0.0 0 358
502 358 2.44 0 0.0 0 358
504 358 2.44 0 0.0 0 358
506 358 2.44 0 0.0 0 358
508 358 2.44 0 0.0 0 358
510 358 2.44 0 0.0 0 358
512 358 2.44 0 0.0 0 358
514 358 2.44 0 0.0 0 358
516 358 2.44 0 0.0 0 358
518 358 2.44 0 0.0 0 358
520 358 2.44 0 0.0 0 358
522 358 2.44 0 0.0 0 358
524 358 2.44 0 0.0 0 358
526 358 2.44 0 0.0 0 358
528 358 2.44 0 0.0 0 358
530 358 2.44 0 0.0 0 358
532 358 2.44 0 0.0 0 358
534 358 2.44 0 0.0 0 358
536 358 2.44 0 0.0 0 358
538 358 2.44 0 0.0 0 358
540 358 2.44 0 0.0 0 358
542 358 2.44 0 0.0 0 358
544 358 2.44 0 0.0 0 358
546 358 2.44 0 0.0 0 358
548 358 2.44 0 0.0 0 358
550 358 2.44 0 0.0 0 358
552 358 2.44 0 0.0 0 358
554 358 2.44 0 0.0 0 358
556 358 2.44 0 0.0 0 358
558 358 2.44 0 0.0 0 358
560 358 2.44 0 0.0 0 358
562 358 2.44 0 0.0 0 358
564 358 2.44 0 0.0 0 358
566 358 2.44 0 0.0 0 358
568 358 2.44 0 0.0 0 358
570 358 2.44 0 0.0 0 358
572 358 2.44 0 0.0 0 358
574 358 2.44 0 0.0 0 358
576 358 2.44 0 0.0 0 358
578 358 2.44 0 0.0 0 358
580 358 2.44 0 0.0 0 358
582 358 2.44 0 0.0 0 358
584 358 2.44 0 0.0 0 358
586 358 2.44 0 0.0 0 358
588 358 2.44 0 0.0 0 358
590 358 2.44 0 0.0 0 358
592 358 2.44 0 0.0 0 358
594 358 2.44 0 0.0 0 358
596 358 2.44 0 0.0 0 358
598 358 2.44 0 0.0 0 358
600 358 2.44 0 0.0 0 358
602 358 2.44 0 0.0 0 358
604 358 2.44 0 0.0 0 358
606 358 2.44 0 0.0 0 358
608 358 2.44 0 0.0 0 358
610 358 2.44 0 0.0 0 358
612 358 2.44 0 0.0 0 358
614 358 2.44 0 0.0 0 358
616 358 2.44 0 0.0 0 358
618 358 2.44 0 0.0 0 358
620 358 2.44 0 0.0 0 358
622 358 2.44 0 0.0 0 358
624 358 2.44 0 0.0 0 358
626 358 2.44 0 0.0 0 358
628 358 2.44 0 0.0 0 358
630 358 2.44 0 0.0 0 358
632 358 2.44 0 0.0 0 358
634 358 2.44 0 0.0 0 358
636 358 2.44 0 0.0 0 358
638 358 2.44 0 0.0 0 358
640 358 2.44 0 0.0 0 358
642 358 2.44 0 0.0 0 358
644 358 2.44 0 0.0 0 358
646 358 2.44 0 0.0 0 358
648 358 2.44 0 0.0 0 358
650 358 2.44 0 0.0 0 358
652 358 2.44 0 0.0 0 358
654 358 2.44 0 0.0 0 358
656 358 2.44 0 0.0 0 358
658 358 2.44 0 0.0 0 358
660 358 2.44 0 0.0 0 358
662 358 2.44 0 0.0 0 358
664 358 2.44 0 0.0 0 358
666 358 2.44 0 0.0 0 358
668 358 2.44 0 0.0 0 358
670 358 2.44 0 0.0 0 358
672 358 2.44 0 0.0 0 358
674 358 2.44 0 0.0 0 358
676 358 2.44 0 0.0 0 358
678 358 2.44 0 0.0 0 358
680 358 2.44 0 0.0 0 358
682 358 2.44 0 0.0 0 358
684 358 2.44 0 0.0 0 358
686 358 2.44 0 0.0 0 358
688 358 2.44 0 0.0 0 358
690 358 2.44 0 0.0 0 358
692 358 2.44 0 0.0 0 358
694 358 2.44 0 0.0 0 358
696 358 2.44 0 0.0 0 358
698 358 2.44 0 0.0 0 358
700 358 2.44 0 0.0 0 358
702 358 2.44 0 0.0 0 358
704 358 2.44 0 0.0 0 358
706 358 2.44 0 0.0 0 358
708 358 2.44 0 0.0 0 358
710 358 2.44 0 0.0 0 358
712 358 2.44 0 0.0 0 358
714 358 2.44 0 0.0 0 358
716 358 2.44 0 0.0 0 358
718 358 2.44 0 0.0 0 358
720 358 2.44 0 0.0 0 358
722 358 2.44 0 0.0 0 358
724 358 2.44 0 0.0 0 358
726 358 2.44 0 0.0 0 358
728 358 2.44 0 0.0 0 358
730 358 2.44 0 0.0 0 358
732 358 2.44 0 0.0 0 358
734 358 2.44 0 0.0 0 358
736 358 2.44 0 0.0 0 358
738 358 2.44 0 0.0 0 358
740 358 2.44 0 0.0 0 358
742 358 2.44 0 0.0 0 358
744 358 2.44 0 0.0 0 358
746 358 2.44 0 0.0 0 358
748 358 2.44 0 0.0 0 358
750 358 2.44 0 0.0 0 358
752 358 2.44 0 0.0 0 358
754 358 2.44 0 0.0 0 358
756 358 2.44 0 0.0 0 358
758 358 2.44 0 0.0 0 358
760 358 2.44 0 0.0 0 358
762 358 2.44 0 0.0 0 358
764 358 2.44 0 0.0 0 358
766 358 2.44 0 0.0 0 358
768 358 2.44 0 0.0 0 358
770 358 2.44 0 0.0 0 358
772 358 2.44 0 0.0 0 358
774 358 2.44 0 0.0 0 358
776 358 2.44 0 0.0 0 358
778 358 2.44 0 0.0 0 358
780 358 2.44 0 0.0 0 358
782 358 2.44 0 0.0 0 358
784 358 2.44 0 0.0 0 358
786 358 2.44 0 0.0 0 358
788 358 2.44 0 0.0 0 358
790 358 2.44 0 0.0 0 358
792 358 2.44 0 0.0 0 358
794 358 2.44 0 0.0 0 358
796 358 2.44 0 0.0 0 358
798 358 2.44 0 0.0 0 358
800 358 2.44 0 0.0 0 358
802 358 2.44 0 0.0 0 358
804 358 2.44 0 0.0 0 358
806 358 2.44 0 0.0 0 358
808 358 2.44 0 0.0 0 358
810 358 2.44 0 0.0 0 358
812 358 2.44 0 0.0 0 358
814 358 2.44 0 0.0 0 358
816 358 2.44 0 0.0 0 358
818 358 2.44 0 0.0 0 358
820 358 2.44 0 0.0 0 358
822 358 2.44 0 0.0 0 358
824 358 2.44 0 0.0 0 358
826 358 2.44 0 0.0 0 358
828 358 2.44 0 0.0 0 358
830 358 2.44 0 0.0 0 358
832 358 2.44 0 0.0 0 358
834 358 2.44 0 0.0 0 358
836 358 2.44 0 0.0 0 358
838 358 2.44 0 0.0 0 358
840 358 2.44 0 0.0 0 358
842 358 2.44 0 0.0 0 358
844 358 2.44 0 0.0 0 358
846 358 2.44 0 0.0 0 358
848 358 2.44 0 0.0 0 358
850 358 2.44 0 0.0 0 358
852 358 2.44 0 0.0 0 358
854 358 2.44 0 0.0 0 358
856 358 2.44 0 0.0 0 358
858 358 2.44 0 0.0 0 358
860 358 2.44 0 0.0 0 358
862 358 2.44 0 0.0 0 358
864 358 2.44 0 0.0 0 358
866 358 2.44 0 0.0 0 358
868 358 2.44 0 0.0 0 358
870 358 2.44 0 0.0 0 358
872 358 2.44 0 0.0 0 358
874 358 2.44 0 0.0 0 358
876 358 2.44 0 0.0 0 358
878 358 2.44 0 0.0 0 358
880 358 2.44 0 0.0 0 358
882 358 2.44 0 0.0 0 358
884 358 2.44 0 0.0 0 358
886 358 2.44 0 0.0 0 358
888 358 2.44 0 0.0 0 358
890 358 2.44 0 0.0 0 358
892 358 2.44 0 0.0 0 358
894 358 2.44 0 0.0 0 358
896 358 2.44 0 0.0 0 358
898 358 2.44 0 0.0 0 358
900 358 2.44 0 0.0 0 358
902 358 2.44 0 0.0 0 358
904 358 2.44 0 0.0 0 358
906 358 2.44 0 0.0 0 358
908 358 2.44 0 0.0 0 358
910 358 2.44 0 0.0 0 358
912 358 2.44 0 0.0 0 358
914 358 2.44 0 0.0 0 358
916 358 2.44 0 0.0 0 358
918 358 2.44 0 0.0 0 358
920 358 2.44 0 0.0 0 358
922 358 2.44 0 0.0 0 358
924 358 2.44 0 0.0 0 358
926 358 2.44 0 0.0 0 358
928 358 2.44 0 0.0 0 358
930 358 2.44 0 0.0 0 358
932 358 2.44 0 0.0 0 358
934 358 2.44 0 0.0 0 358
936 358 2.44 0 0.0 0 358
938 358 2.44 0 0.0 0 358
940 358 2.44 0 0.0 0 358
942 358 2.44 0 0.0 0 358
944 358 2.44 0 0.0 0 358
946 358 2.44 0 0.0 0 358
948 358 2.44 0 0.0 0 358
950 358 2.44 0 0.0 0 358
952 358 2.44 0 0.0 0 358
954 358 2.44 0 0.0 0 358
956 358 2.44 0 0.0 0 358
958 358 2.44 0 0.0 0 358
960 358 2.44 0 0.0 0 358
962 358 2.44 0 0.0 0 358
964 358 2.44 0 0.0 0 358
966 358 2.44 0 0.0 0 358
968 358 2.44 0 0.0 0 358
970 358 2.44 0 0.0 0 358
972 358 2.44 0 0.0 0 358
974 358 2.44 0 0.0 0 358
976 358 2.44 0 0.0 0 358
978 358 2.44 0 0.0 0 358
980 358 2.44 0 0.0 0 358
982 358 2.44 0 0.0 0 358
984 358 2.44 0 0.0 0 358
986 358 2.44 0 0.0 0 358
988 358 2.44 0 0.0 0 358
990 358 2.44 0 0.0 0 358
992 358 2.44 0 0.0 0 358
994 358 2.44 0 0.0 0 358
996 358 2.44 0 0.0 0 358
998 358 2.44 0 0.0 0 358
1000 358 2.44 0 0.0 0 358
1002 358 2.44 0 0.0 0 358
1004 358 2.44 0 0.0 0 358
1006 358 2.44 0 0.0 0 358
1008 358 2.44 0 0.0 0 358
1010 358 2.44 0 0.0 0 358
1012 358 2.44 0 0.0 0 358
1014 358 2.44 0 0.0 0 358
1016 358 2.44 0 0.0 0 358
1018 358 2.44 0 0.0 0 358
1020 358 2.44 0 0.0 0 358
1022 358 2.44 0 0.0 0 358
1024 358 2.44 0 0.0 0 358
1026 358 2.44 0 0.0 0 358
1028 358 2.44 0 0.0 0 358
1030 358 2.44 0 0.0 0 358
1032 358 2.44 0 0.0 0 358
1034 358 2.44 0 0.0 0 358
1036 358 2.44 0 0.0 0 358
1038 358 2.44 0 0.0 0 358
1040 358 2.44 0 0.0 0 358
1042 358 2.44 0 0.0 0 358
1044 358 2.44 0 0.0 0 358
1046 358 2.44 0 0.0 0 358
1048 358 2.44 0 0.0 0 358
1050 358 2.44 0 0.0 0 358
1052 358 2.44 0 0.0 0 358
1054 358 2.44 0 0.0 0 358
1056 358 2.44 0 0.0 0 358
1058 358 2.44 0 0.0 0 358
1060 358 2.44 0 0.0 0 358
1062 358 2.44 0 0.0 0 358
1064 358 2.44 0 0.0 0 358
1066 358 2.44 0 0.0 0 358
1068 358 2.44 0 0.0 0 358
1070 358 2.44 0 0.0 0 358
1072 358 2.44 0 0.0 0 358
1074 358 2.44 0 0.0 0 358
1076 358 2.44 0 0.0 0 358
1078 358 2.44 0 0.0 0 358
1080 358 2.44 0 0.0 0 358
1082 358 2.44 0 0.0 0 358
1084 358 2.44 0 0.0 0 358
1086 358 2.44 0 0.0 0 358
1088 358 2.44 0 0.0 0 358
1090 358 2.44 0 0.0 0 358
1092 358 2.44 0 0.0 0 358
1094 358 2.44 0 0.0 0 358
1096 358 2.44 0 0.0 0 358
1098 358 2.44 0 0.0 0 358
1100 358 2.44 0 0.0 0 358
1102 358 2.44 0 0.0 0 358
1104 358 2.44 0 0.0 0 358
1106 358 2.44 0 0.0 0 358
1108 358 2.44 0 0.0 0 358
1110 358 2.44 0 0.0 0 358
1112 358 2.44 0 0.0 0 358
1114 358 2.44 0 0.0 0 358
1116 358 2.44 0 0.0 0 358
1118 358 2.44 0 0.0 0 358
1120 358 2.44 0 0.0 0 358
1122 358 2.44 0 0.0 0 358
1124 358 2.44 0 0.0 0 358
1126 358 2.44 0 0.0 0 358
1128 358 2.44 0 0.0 0 358
1130 358 2.44 0 0.0 0 358
1132 358 2.44 0 0.0 0 358
1134 358 2.44 0 0.0 0 358
1136 358 2.44 0 0.0 0 358
1138 358 2.44 0 0.0 0 358
1140 358 2.44 0 0.0 0 358
1142 358 2.44 0 0.0 0 358
1144 358 2.44 0 0.0 0 358
1146 358 2.44 0 0.0 0 358
1148 358 2.44 0 0.0 0 358
1150 358 2.44 0 0.0 0 358
1152 358 2.44 0 0.0 0 358
1154 358 2.44 0 0.0 0 358
1156 358 2.44 0 0.0 0 358
1158 358 2.44 0 0.0 0 358
1160 358 2.44 0 0.0 0 358
1162 358 2.44 0 0.0 0 358
1164 358 2.44 0 0.0 0 358
1166 358 2.44 0 0.0 0 358
1168 358 2.44 0 0.0 0 358
1170 358 2.44 0 0.0 0 358
1172 358 2.44 0 0.0 0 358
1174 358 2.44 0 0.0 0 358
1176 358 2.44 0 0.0 0 358
1178 358 2.44 0 0.0 0 358
1180 358 2.44 0 0.0 0 358
1182 358 2.44 0 0.0 0 358
1184 358 2.44 0 0.0 0 358
1186 358 2.44 0 0.0 0 358
1188 358 2.44 0 0.0 0 358
1190 358 2.44 0 0.0 0 358
1192 358 2.44 0 0.0 0 358
1194 358 2.44 0 0.0 0 358
1196 358 2.44 0 0.0 0 358
1198 358 2.44 0 0.0 0 358
1200 358 2.44 0 0.0 0 358
1202 358 2.44 0 0.0 0 358
1204 358 2.44 0 0.0 0 358
1206 358 2.44 0 0.0 0 358
1208 358 2.44 0 0.0 0 358
1210 358 2.44 0 0.0 0 358
1212 358 2.44 0 0.0 0 358
1214 358 2.44 0 0.0 0 358
1216 358 2.44 0 0.0 0 358
1218 358 2.44 0 0.0 0 358
1220 358 2.44 0 0.0 0 358
1222 358 2.44 0 0.0 0 358
1224 358 2.44 0 0.0 0 358
1226 358 2.44 0 0.0 0 358
1228 358 2.44 0 0.0 0 358
1230 358 2.44 0 0.0 0 358
1232 358 2.44 0 0.0 0 358
1234 358 2.44 0 0.0 0 358
1236 358 2.44 0 0.0 0 358
1238 358 2.44 0 0.0 0 358
1240 358 2.44 0 0.0 0 358
1242 358 2.44 0 0.0 0 358
1244 358 2.44 0 0.0 0 358
1246 358 2.44 0 0.0 0 358
1248 358 2.44 0 0.0 0 358
1250 358 2.44 0 0.0 0 358
1252 358 2.44 0 0.0 0 358
1254 358 2.44 0 0.0 0 358
1256 358 2.44 0 0.0 0 358
1258 358 2.44 0 0.0 0 358
1260 358 2.44 0 0.0 0 358
1262 358 2.44 0 0.0 0 358
1264 358 2.44 0 0.0 0 358
1266 358 2.44 0 0.0 0 358
1268 358 2.44 0 0.0 0 358
1270 358 2.44 0 0.0 0 358
1272 358 2.44 0 0.0 0 358
1274 358 2.44 0 0.0 0 358
1276 358 2.44 0 0.0 0 358
1278 358 2.44 0 0.0 0 358
1280 358 2.44 0 0.0 0 358
1282 358 2.44 0 0.0 0 358
1284 358 2.44 0 0.0 0 358
1286 358 2.44 0 0.0 0 358
1288 358 2.44 0 0.0 0 358
1290 358 2.44 0 0.0 0 358
1292 358 2.44 0 0.0 0 358
1294 358 2.44 0 0.0 0 358
1296 358 2.44 0 0.0 0 358
1298 358 2.44 0 0.0 0 358
1300 358 2.44 0 0.0 0 358
1302 358 2.44 0 0.0 0 358
1304 358 2.44 0 0.0 0 358
1306 358 2.44 0 0.0 0 358
1308 358 2.44 0 0.0 0 358
1310 358 2.44 0 0.0 0 358
1312 358 2.44 0 0.0 0 358
1314 358 2.44 0 0.0 0 358
1316 358 2.44 0 0.0 0 358
1318 358 2.44 0 0.0 0 358
1320 358 2.44 0 0.0 0 358
1322 358 2.44 0 0.0 0 358
1324 358 2.44 0 0.0 0 358
1326 358 2.44 0 0.0 0 358
1328 358 2.44 0 0.0 0 358
1330 358 2.44 0 0.0 0 358
1332 358 2.44 0 0.0 0 358
1334 358 2.44 0 0.0 0 358
1336 358 2.44 0 0.0 0 358
1338 358 2.44 0 0.0 0 358
1340 358 2.44 0 0.0 0 358
1342 358 2.44 0 0.0 0 358
1344 358 2.44 0 0.0 0 358
1346 358 2.44 0 0.0 0 358
1348 358 2.44 0 0.0 0 358
1350 358 2.44 0 0.0 0 358
1352 358 2.44 0 0.0 0 358
1354 358 2.44 0 0.0 0 358
1356 358 2.44 0 0.0 0 358
1358 358 2.44 0 0.0 0 358
1360 358 2.44 0 0.0 0 358
1362 358 2.44 0 0.0 0 358
1364 358 2.44 0 0.0 0 358
1366 358 2.44 0 0.0 0 358
1368 358 2.44 0 0.0 0 358
1370 358 2.44 0 0.0 0 358
1372 358 2.44 0 0.0 0 358
1374 358 2.44 0 0.0 0 358
1376 358 2.44 0 0.0 0 358
1378 358 2.44 0 0.0 0 358
1380 358 2.44 0 0.0 0 358
1382 358 2.44 0 0.0 0 358
1384 358 2.44 0 0.0 0 358
1386 358 2.44 0 0.0 0 358
1388 358 2.44 0 0.0 0 358
1390 358 2.44 0 0.0 0 358
1392 358 2.44 0 0.0 0 358
1394 358 2.44 0 0.0 0 358
1396 358 2.44 0 0.0 0 358
1398 358 2.44 0 0.0 0 358
1400 358 2.44 0 0.0 0 358
1402 358 2.44 0 0.0 0 358
1404 358 2.44 0 0.0 0 358
1406 358 2.44 0 0.0 0 358
1408 358 2.44 0 0.0 0 358
1410 358 2.44 0 0.0 0 358
1412 358 2.44 0 0.0 0 358
1414 358 2.44 0 0.0 0 358
1416 358 2.44 0 0.0 0 358
1418 358 2.44 0 0.0 0 358
1420 358 2.44 0 0.0 0 358
1422 358 2.44 0 0.0 0 358
1424 358 2.44 0 0.0 0 358
1426 358 2.44 0 0.0 0 358
1428 358 2.44 0 0.0 0 358
1430 358 2.44 0 0.0 0 358
1432 358 2.44 0 0.0 0 358
1434 358 2.44 0 0.0 0 358
1436 358 2.44 0 0.0 0 358
1438 358 2.44 0 0.0 0 358
1440 358 2.44 0 0.0 0 358
