Time Custom..._Count Custom..._Conc Acetate_Count Acetate_Conc Custom..._Died bacteria_couldn't_eat
240 64 0.46 63186 1.96 0 0
242 64 0.47 62790 1.95 0 0
244 64 0.49 62377 1.94 0 0
246 64 0.5 61960 1.92 0 0
248 64 0.51 61534 1.91 0 0
250 64 0.53 61089 1.9 0 0
252 64 0.54 60630 1.88 0 0
254 64 0.56 60160 1.87 0 0
256 64 0.57 59679 1.85 0 0
258 64 0.59 59192 1.84 0 0
260 64 0.6 58696 1.82 0 0
262 64 0.62 58179 1.81 0 0
264 128 0.63 57638 1.79 0 0
266 128 0.65 57092 1.77 0 0
268 128 0.67 56542 1.75 0 0
270 128 0.69 55969 1.74 0 0
272 128 0.71 55376 1.72 0 0
274 128 0.72 54776 1.7 0 0
276 128 0.74 54159 1.68 0 0
278 128 0.76 53516 1.66 0 0
280 128 0.78 52853 1.64 0 0
282 128 0.81 52175 1.62 0 0
284 128 0.83 51488 1.6 0 0
286 128 0.85 50770 1.58 0 0
288 128 0.87 50044 1.55 0 0
290 128 0.9 49308 1.53 0 0
292 128 0.92 48538 1.5 0 0
294 128 0.95 47755 1.48 0 0
296 128 0.97 46941 1.45 0 0
298 128 1.0 46105 1.43 0 0
300 128 1.02 45245 1.4 0 0
302 128 1.05 44364 1.37 0 0
304 128 1.08 43465 1.35 0 0
306 128 1.11 42544 1.32 0 0
308 128 1.14 41572 1.29 0 0
310 128 1.17 40592 1.26 0 0
312 128 1.2 39569 1.23 0 0
314 128 1.23 38531 1.19 0 0
316 256 1.27 37462 1.16 0 0
318 256 1.3 36380 1.13 0 0
320 256 1.34 35264 1.09 0 0
322 256 1.37 34113 1.06 0 0
324 256 1.41 32927 1.02 0 0
326 256 1.45 31722 0.98 0 0
328 256 1.49 30471 0.94 0 0
330 256 1.53 29207 0.9 0 0
332 256 1.57 27900 0.86 0 0
334 256 1.61 26568 0.82 0 0
336 256 1.65 25175 0.78 0 0
338 256 1.7 23748 0.73 0 0
340 256 1.74 22278 0.69 0 0
342 256 1.79 20781 0.64 0 0
344 256 1.84 19237 0.59 0 0
346 256 1.89 17661 0.54 0 0
348 256 1.94 16046 0.49 0 0
350 256 1.99 14398 0.44 0 0
352 256 2.04 12714 0.39 0 2
354 256 2.1 11041 0.34 0 5
356 256 2.15 9348 0.29 0 8
358 256 2.2 7738 0.24 0 14
360 256 2.24 6424 0.2 0 38
362 256 2.27 5349 0.16 0 55
364 256 2.3 4494 0.14 0 92
366 256 2.33 3712 0.11 0 105
368 303 2.35 3009 0.09 0 131
370 317 2.37 2350 0.07 0 149
372 335 2.39 1676 0.05 0 163
374 347 2.41 984 0.03 0 173
376 352 2.43 413 0.01 0 206
378 353 2.44 18 0.0 0 239
380 353 2.44 0 0.0 0 339
382 353 2.44 0 0.0 0 353
384 353 2.44 0 0.0 0 353
386 353 2.44 0 0.0 0 353
388 353 2.44 0 0.0 0 353
390 353 2.44 0 0.0 0 353
392 353 2.44 0 0.0 0 353
394 353 2.44 0 0.0 0 353
396 353 2.44 0 0.0 0 353
398 353 2.44 0 0.0 0 353
400 353 2.44 0 0.0 0 353
402 353 2.44 0 0.0 0 353
404 353 2.44 0 0.0 0 353
406 353 2.44 0 0.0 0 353
408 353 2.44 0 0.0 0 353
410 353 2.44 0 0.0 0 353
412 353 2.44 0 0.0 0 353
414 353 2.44 0 0.0 0 353
416 353 2.44 0 0.0 0 353
418 353 2.44 0 0.0 0 353
420 353 2.44 0 0.0 0 353
422 353 2.44 0 0.0 0 353
424 353 2.44 0 0.0 0 353
426 353 2.44 0 0.0 0 353
428 353 2.44 0 0.0 0 353
430 353 2.44 0 0.0 0 353
432 353 2.44 0 0.0 0 353
434 353 2.44 0 0.0 0 353
436 353 2.44 0 0.0 0 353
438 353 2.44 0 0.0 0 353
440 353 2.44 0 0.0 0 353
442 353 2.44 0 0.0 0 353
444 353 2.44 0 0.0 0 353
446 353 2.44 0 0.0 0 353
448 353 2.44 0 0.0 0 353
450 353 2.44 0 0.0 0 353
452 353 2.44 0 0.0 0 353
454 353 2.44 0 0.0 0 353
456 353 2.44 0 0.0 0 353
458 353 2.44 0 0.0 0 353
460 353 2.44 0 0.0 0 353
462 353 2.44 0 0.0 0 353
464 353 2.44 0 0.0 0 353
466 353 2.44 0 0.0 0 353
468 353 2.44 0 0.0 0 353
470 353 2.44 0 0.0 0 353
472 353 2.44 0 0.0 0 353
474 353 2.44 0 0.0 0 353
476 353 2.44 0 0.0 0 353
478 353 2.44 0 0.0 0 353
480 353 2.44 0 0.0 0 353
482 353 2.44 0 0.0 0 353
484 353 2.44 0 0.0 0 353
486 353 2.44 0 0.0 0 353
488 353 2.44 0 0.0 0 353
490 353 2.44 0 0.0 0 353
492 353 2.44 0 0.0 0 353
494 353 2.44 0 0.0 0 353
496 353 2.44 0 0.0 0 353
498 353 2.44 0 0.0 0 353
500 353 2.44 0 0.0 0 353
502 353 2.44 0 0.0 0 353
504 353 2.44 0 0.0 0 353
506 353 2.44 0 0.0 0 353
508 353 2.44 0 0.0 0 353
510 353 2.44 0 0.0 0 353
512 353 2.44 0 0.0 0 353
514 353 2.44 0 0.0 0 353
516 353 2.44 0 0.0 0 353
518 353 2.44 0 0.0 0 353
520 353 2.44 0 0.0 0 353
522 353 2.44 0 0.0 0 353
524 353 2.44 0 0.0 0 353
526 353 2.44 0 0.0 0 353
528 353 2.44 0 0.0 0 353
530 353 2.44 0 0.0 0 353
532 353 2.44 0 0.0 0 353
534 353 2.44 0 0.0 0 353
536 353 2.44 0 0.0 0 353
538 353 2.44 0 0.0 0 353
540 353 2.44 0 0.0 0 353
542 353 2.44 0 0.0 0 353
544 353 2.44 0 0.0 0 353
546 353 2.44 0 0.0 0 353
548 353 2.44 0 0.0 0 353
550 353 2.44 0 0.0 0 353
552 353 2.44 0 0.0 0 353
554 353 2.44 0 0.0 0 353
556 353 2.44 0 0.0 0 353
558 353 2.44 0 0.0 0 353
560 353 2.44 0 0.0 0 353
562 353 2.44 0 0.0 0 353
564 353 2.44 0 0.0 0 353
566 353 2.44 0 0.0 0 353
568 353 2.44 0 0.0 0 353
570 353 2.44 0 0.0 0 353
572 353 2.44 0 0.0 0 353
574 353 2.44 0 0.0 0 353
576 353 2.44 0 0.0 0 353
578 353 2.44 0 0.0 0 353
580 353 2.44 0 0.0 0 353
582 353 2.44 0 0.0 0 353
584 353 2.44 0 0.0 0 353
586 353 2.44 0 0.0 0 353
588 353 2.44 0 0.0 0 353
590 353 2.44 0 0.0 0 353
592 353 2.44 0 0.0 0 353
594 353 2.44 0 0.0 0 353
596 353 2.44 0 0.0 0 353
598 353 2.44 0 0.0 0 353
600 353 2.44 0 0.0 0 353
602 353 2.44 0 0.0 0 353
604 353 2.44 0 0.0 0 353
606 353 2.44 0 0.0 0 353
608 353 2.44 0 0.0 0 353
610 353 2.44 0 0.0 0 353
612 353 2.44 0 0.0 0 353
614 353 2.44 0 0.0 0 353
616 353 2.44 0 0.0 0 353
618 353 2.44 0 0.0 0 353
620 353 2.44 0 0.0 0 353
622 353 2.44 0 0.0 0 353
624 353 2.44 0 0.0 0 353
626 353 2.44 0 0.0 0 353
628 353 2.44 0 0.0 0 353
630 353 2.44 0 0.0 0 353
632 353 2.44 0 0.0 0 353
634 353 2.44 0 0.0 0 353
636 353 2.44 0 0.0 0 353
638 353 2.44 0 0.0 0 353
640 353 2.44 0 0.0 0 353
642 353 2.44 0 0.0 0 353
644 353 2.44 0 0.0 0 353
646 353 2.44 0 0.0 0 353
648 353 2.44 0 0.0 0 353
650 353 2.44 0 0.0 0 353
652 353 2.44 0 0.0 0 353
654 353 2.44 0 0.0 0 353
656 353 2.44 0 0.0 0 353
658 353 2.44 0 0.0 0 353
660 353 2.44 0 0.0 0 353
662 353 2.44 0 0.0 0 353
664 353 2.44 0 0.0 0 353
666 353 2.44 0 0.0 0 353
668 353 2.44 0 0.0 0 353
670 353 2.44 0 0.0 0 353
672 353 2.44 0 0.0 0 353
674 353 2.44 0 0.0 0 353
676 353 2.44 0 0.0 0 353
678 353 2.44 0 0.0 0 353
680 353 2.44 0 0.0 0 353
682 353 2.44 0 0.0 0 353
684 353 2.44 0 0.0 0 353
686 353 2.44 0 0.0 0 353
688 353 2.44 0 0.0 0 353
690 353 2.44 0 0.0 0 353
692 353 2.44 0 0.0 0 353
694 353 2.44 0 0.0 0 353
696 353 2.44 0 0.0 0 353
698 353 2.44 0 0.0 0 353
700 353 2.44 0 0.0 0 353
702 353 2.44 0 0.0 0 353
704 353 2.44 0 0.0 0 353
706 353 2.44 0 0.0 0 353
708 353 2.44 0 0.0 0 353
710 353 2.44 0 0.0 0 353
712 353 2.44 0 0.0 0 353
714 353 2.44 0 0.0 0 353
716 353 2.44 0 0.0 0 353
718 353 2.44 0 0.0 0 353
720 353 2.44 0 0.0 0 353
722 353 2.44 0 0.0 0 353
724 353 2.44 0 0.0 0 353
726 353 2.44 0 0.0 0 353
728 353 2.44 0 0.0 0 353
730 353 2.44 0 0.0 0 353
732 353 2.44 0 0.0 0 353
734 353 2.44 0 0.0 0 353
736 353 2.44 0 0.0 0 353
738 353 2.44 0 0.0 0 353
740 353 2.44 0 0.0 0 353
742 353 2.44 0 0.0 0 353
744 353 2.44 0 0.0 0 353
746 353 2.44 0 0.0 0 353
748 353 2.44 0 0.0 0 353
750 353 2.44 0 0.0 0 353
752 353 2.44 0 0.0 0 353
754 353 2.44 0 0.0 0 353
756 353 2.44 0 0.0 0 353
758 353 2.44 0 0.0 0 353
760 353 2.44 0 0.0 0 353
762 353 2.44 0 0.0 0 353
764 353 2.44 0 0.0 0 353
766 353 2.44 0 0.0 0 353
768 353 2.44 0 0.0 0 353
770 353 2.44 0 0.0 0 353
772 353 2.44 0 0.0 0 353
774 353 2.44 0 0.0 0 353
776 353 2.44 0 0.0 0 353
778 353 2.44 0 0.0 0 353
780 353 2.44 0 0.0 0 353
782 353 2.44 0 0.0 0 353
784 353 2.44 0 0.0 0 353
786 353 2.44 0 0.0 0 353
788 353 2.44 0 0.0 0 353
790 353 2.44 0 0.0 0 353
792 353 2.44 0 0.0 0 353
794 353 2.44 0 0.0 0 353
796 353 2.44 0 0.0 0 353
798 353 2.44 0 0.0 0 353
800 353 2.44 0 0.0 0 353
802 353 2.44 0 0.0 0 353
804 353 2.44 0 0.0 0 353
806 353 2.44 0 0.0 0 353
808 353 2.44 0 0.0 0 353
810 353 2.44 0 0.0 0 353
812 353 2.44 0 0.0 0 353
814 353 2.44 0 0.0 0 353
816 353 2.44 0 0.0 0 353
818 353 2.44 0 0.0 0 353
820 353 2.44 0 0.0 0 353
822 353 2.44 0 0.0 0 353
824 353 2.44 0 0.0 0 353
826 353 2.44 0 0.0 0 353
828 353 2.44 0 0.0 0 353
830 353 2.44 0 0.0 0 353
832 353 2.44 0 0.0 0 353
834 353 2.44 0 0.0 0 353
836 353 2.44 0 0.0 0 353
838 353 2.44 0 0.0 0 353
840 353 2.44 0 0.0 0 353
842 353 2.44 0 0.0 0 353
844 353 2.44 0 0.0 0 353
846 353 2.44 0 0.0 0 353
848 353 2.44 0 0.0 0 353
850 353 2.44 0 0.0 0 353
852 353 2.44 0 0.0 0 353
854 353 2.44 0 0.0 0 353
856 353 2.44 0 0.0 0 353
858 353 2.44 0 0.0 0 353
860 353 2.44 0 0.0 0 353
862 353 2.44 0 0.0 0 353
864 353 2.44 0 0.0 0 353
866 353 2.44 0 0.0 0 353
868 353 2.44 0 0.0 0 353
870 353 2.44 0 0.0 0 353
872 353 2.44 0 0.0 0 353
874 353 2.44 0 0.0 0 353
876 353 2.44 0 0.0 0 353
878 353 2.44 0 0.0 0 353
880 353 2.44 0 0.0 0 353
882 353 2.44 0 0.0 0 353
884 353 2.44 0 0.0 0 353
886 353 2.44 0 0.0 0 353
888 353 2.44 0 0.0 0 353
890 353 2.44 0 0.0 0 353
892 353 2.44 0 0.0 0 353
894 353 2.44 0 0.0 0 353
896 353 2.44 0 0.0 0 353
898 353 2.44 0 0.0 0 353
900 353 2.44 0 0.0 0 353
902 353 2.44 0 0.0 0 353
904 353 2.44 0 0.0 0 353
906 353 2.44 0 0.0 0 353
908 353 2.44 0 0.0 0 353
910 353 2.44 0 0.0 0 353
912 353 2.44 0 0.0 0 353
914 353 2.44 0 0.0 0 353
916 353 2.44 0 0.0 0 353
918 353 2.44 0 0.0 0 353
920 353 2.44 0 0.0 0 353
922 353 2.44 0 0.0 0 353
924 353 2.44 0 0.0 0 353
926 353 2.44 0 0.0 0 353
928 353 2.44 0 0.0 0 353
930 353 2.44 0 0.0 0 353
932 353 2.44 0 0.0 0 353
934 353 2.44 0 0.0 0 353
936 353 2.44 0 0.0 0 353
938 353 2.44 0 0.0 0 353
940 353 2.44 0 0.0 0 353
942 353 2.44 0 0.0 0 353
944 353 2.44 0 0.0 0 353
946 353 2.44 0 0.0 0 353
948 353 2.44 0 0.0 0 353
950 353 2.44 0 0.0 0 353
952 353 2.44 0 0.0 0 353
954 353 2.44 0 0.0 0 353
956 353 2.44 0 0.0 0 353
958 353 2.44 0 0.0 0 353
960 353 2.44 0 0.0 0 353
962 353 2.44 0 0.0 0 353
964 353 2.44 0 0.0 0 353
966 353 2.44 0 0.0 0 353
968 353 2.44 0 0.0 0 353
970 353 2.44 0 0.0 0 353
972 353 2.44 0 0.0 0 353
974 353 2.44 0 0.0 0 353
976 353 2.44 0 0.0 0 353
978 353 2.44 0 0.0 0 353
980 353 2.44 0 0.0 0 353
982 353 2.44 0 0.0 0 353
984 353 2.44 0 0.0 0 353
986 353 2.44 0 0.0 0 353
988 353 2.44 0 0.0 0 353
990 353 2.44 0 0.0 0 353
992 353 2.44 0 0.0 0 353
994 353 2.44 0 0.0 0 353
996 353 2.44 0 0.0 0 353
998 353 2.44 0 0.0 0 353
1000 353 2.44 0 0.0 0 353
1002 353 2.44 0 0.0 0 353
1004 353 2.44 0 0.0 0 353
1006 353 2.44 0 0.0 0 353
1008 353 2.44 0 0.0 0 353
1010 353 2.44 0 0.0 0 353
1012 353 2.44 0 0.0 0 353
1014 353 2.44 0 0.0 0 353
1016 353 2.44 0 0.0 0 353
1018 353 2.44 0 0.0 0 353
1020 353 2.44 0 0.0 0 353
1022 353 2.44 0 0.0 0 353
1024 353 2.44 0 0.0 0 353
1026 353 2.44 0 0.0 0 353
1028 353 2.44 0 0.0 0 353
1030 353 2.44 0 0.0 0 353
1032 353 2.44 0 0.0 0 353
1034 353 2.44 0 0.0 0 353
1036 353 2.44 0 0.0 0 353
1038 353 2.44 0 0.0 0 353
1040 353 2.44 0 0.0 0 353
1042 353 2.44 0 0.0 0 353
1044 353 2.44 0 0.0 0 353
1046 353 2.44 0 0.0 0 353
1048 353 2.44 0 0.0 0 353
1050 353 2.44 0 0.0 0 353
1052 353 2.44 0 0.0 0 353
1054 353 2.44 0 0.0 0 353
1056 353 2.44 0 0.0 0 353
1058 353 2.44 0 0.0 0 353
1060 353 2.44 0 0.0 0 353
1062 353 2.44 0 0.0 0 353
1064 353 2.44 0 0.0 0 353
1066 353 2.44 0 0.0 0 353
1068 353 2.44 0 0.0 0 353
1070 353 2.44 0 0.0 0 353
1072 353 2.44 0 0.0 0 353
1074 353 2.44 0 0.0 0 353
1076 353 2.44 0 0.0 0 353
1078 353 2.44 0 0.0 0 353
1080 353 2.44 0 0.0 0 353
1082 353 2.44 0 0.0 0 353
1084 353 2.44 0 0.0 0 353
1086 353 2.44 0 0.0 0 353
1088 353 2.44 0 0.0 0 353
1090 353 2.44 0 0.0 0 353
1092 353 2.44 0 0.0 0 353
1094 353 2.44 0 0.0 0 353
1096 353 2.44 0 0.0 0 353
1098 353 2.44 0 0.0 0 353
1100 353 2.44 0 0.0 0 353
1102 353 2.44 0 0.0 0 353
1104 353 2.44 0 0.0 0 353
1106 353 2.44 0 0.0 0 353
1108 353 2.44 0 0.0 0 353
1110 353 2.44 0 0.0 0 353
1112 353 2.44 0 0.0 0 353
1114 353 2.44 0 0.0 0 353
1116 353 2.44 0 0.0 0 353
1118 353 2.44 0 0.0 0 353
1120 353 2.44 0 0.0 0 353
1122 353 2.44 0 0.0 0 353
1124 353 2.44 0 0.0 0 353
1126 353 2.44 0 0.0 0 353
1128 353 2.44 0 0.0 0 353
1130 353 2.44 0 0.0 0 353
1132 353 2.44 0 0.0 0 353
1134 353 2.44 0 0.0 0 353
1136 353 2.44 0 0.0 0 353
1138 353 2.44 0 0.0 0 353
1140 353 2.44 0 0.0 0 353
1142 353 2.44 0 0.0 0 353
1144 353 2.44 0 0.0 0 353
1146 353 2.44 0 0.0 0 353
1148 353 2.44 0 0.0 0 353
1150 353 2.44 0 0.0 0 353
1152 353 2.44 0 0.0 0 353
1154 353 2.44 0 0.0 0 353
1156 353 2.44 0 0.0 0 353
1158 353 2.44 0 0.0 0 353
1160 353 2.44 0 0.0 0 353
1162 353 2.44 0 0.0 0 353
1164 353 2.44 0 0.0 0 353
1166 353 2.44 0 0.0 0 353
1168 353 2.44 0 0.0 0 353
1170 353 2.44 0 0.0 0 353
1172 353 2.44 0 0.0 0 353
1174 353 2.44 0 0.0 0 353
1176 353 2.44 0 0.0 0 353
1178 353 2.44 0 0.0 0 353
1180 353 2.44 0 0.0 0 353
1182 353 2.44 0 0.0 0 353
1184 353 2.44 0 0.0 0 353
1186 353 2.44 0 0.0 0 353
1188 353 2.44 0 0.0 0 353
1190 353 2.44 0 0.0 0 353
1192 353 2.44 0 0.0 0 353
1194 353 2.44 0 0.0 0 353
1196 353 2.44 0 0.0 0 353
1198 353 2.44 0 0.0 0 353
1200 353 2.44 0 0.0 0 353
1202 353 2.44 0 0.0 0 353
1204 353 2.44 0 0.0 0 353
1206 353 2.44 0 0.0 0 353
1208 353 2.44 0 0.0 0 353
1210 353 2.44 0 0.0 0 353
1212 353 2.44 0 0.0 0 353
1214 353 2.44 0 0.0 0 353
1216 353 2.44 0 0.0 0 353
1218 353 2.44 0 0.0 0 353
1220 353 2.44 0 0.0 0 353
1222 353 2.44 0 0.0 0 353
1224 353 2.44 0 0.0 0 353
1226 353 2.44 0 0.0 0 353
1228 353 2.44 0 0.0 0 353
1230 353 2.44 0 0.0 0 353
1232 353 2.44 0 0.0 0 353
1234 353 2.44 0 0.0 0 353
1236 353 2.44 0 0.0 0 353
1238 353 2.44 0 0.0 0 353
1240 353 2.44 0 0.0 0 353
1242 353 2.44 0 0.0 0 353
1244 353 2.44 0 0.0 0 353
1246 353 2.44 0 0.0 0 353
1248 353 2.44 0 0.0 0 353
1250 353 2.44 0 0.0 0 353
1252 353 2.44 0 0.0 0 353
1254 353 2.44 0 0.0 0 353
1256 353 2.44 0 0.0 0 353
1258 353 2.44 0 0.0 0 353
1260 353 2.44 0 0.0 0 353
1262 353 2.44 0 0.0 0 353
1264 353 2.44 0 0.0 0 353
1266 353 2.44 0 0.0 0 353
1268 353 2.44 0 0.0 0 353
1270 353 2.44 0 0.0 0 353
1272 353 2.44 0 0.0 0 353
1274 353 2.44 0 0.0 0 353
1276 353 2.44 0 0.0 0 353
1278 353 2.44 0 0.0 0 353
1280 353 2.44 0 0.0 0 353
1282 353 2.44 0 0.0 0 353
1284 353 2.44 0 0.0 0 353
1286 353 2.44 0 0.0 0 353
1288 353 2.44 0 0.0 0 353
1290 353 2.44 0 0.0 0 353
1292 353 2.44 0 0.0 0 353
1294 353 2.44 0 0.0 0 353
1296 353 2.44 0 0.0 0 353
1298 353 2.44 0 0.0 0 353
1300 353 2.44 0 0.0 0 353
1302 353 2.44 0 0.0 0 353
1304 353 2.44 0 0.0 0 353
1306 353 2.44 0 0.0 0 353
1308 353 2.44 0 0.0 0 353
1310 353 2.44 0 0.0 0 353
1312 353 2.44 0 0.0 0 353
1314 353 2.44 0 0.0 0 353
1316 353 2.44 0 0.0 0 353
1318 353 2.44 0 0.0 0 353
1320 353 2.44 0 0.0 0 353
1322 353 2.44 0 0.0 0 353
1324 353 2.44 0 0.0 0 353
1326 353 2.44 0 0.0 0 353
1328 353 2.44 0 0.0 0 353
1330 353 2.44 0 0.0 0 353
1332 353 2.44 0 0.0 0 353
1334 353 2.44 0 0.0 0 353
1336 353 2.44 0 0.0 0 353
1338 353 2.44 0 0.0 0 353
1340 353 2.44 0 0.0 0 353
1342 353 2.44 0 0.0 0 353
1344 353 2.44 0 0.0 0 353
1346 353 2.44 0 0.0 0 353
1348 353 2.44 0 0.0 0 353
1350 353 2.44 0 0.0 0 353
1352 353 2.44 0 0.0 0 353
1354 353 2.44 0 0.0 0 353
1356 353 2.44 0 0.0 0 353
1358 353 2.44 0 0.0 0 353
1360 353 2.44 0 0.0 0 353
1362 353 2.44 0 0.0 0 353
1364 353 2.44 0 0.0 0 353
1366 353 2.44 0 0.0 0 353
1368 353 2.44 0 0.0 0 353
1370 353 2.44 0 0.0 0 353
1372 353 2.44 0 0.0 0 353
1374 353 2.44 0 0.0 0 353
1376 353 2.44 0 0.0 0 353
1378 353 2.44 0 0.0 0 353
1380 353 2.44 0 0.0 0 353
1382 353 2.44 0 0.0 0 353
1384 353 2.44 0 0.0 0 353
1386 353 2.44 0 0.0 0 353
1388 353 2.44 0 0.0 0 353
1390 353 2.44 0 0.0 0 353
1392 353 2.44 0 0.0 0 353
1394 353 2.44 0 0.0 0 353
1396 353 2.44 0 0.0 0 353
1398 353 2.44 0 0.0 0 353
1400 353 2.44 0 0.0 0 353
1402 353 2.44 0 0.0 0 353
1404 353 2.44 0 0.0 0 353
1406 353 2.44 0 0.0 0 353
1408 353 2.44 0 0.0 0 353
1410 353 2.44 0 0.0 0 353
1412 353 2.44 0 0.0 0 353
1414 353 2.44 0 0.0 0 353
1416 353 2.44 0 0.0 0 353
1418 353 2.44 0 0.0 0 353
1420 353 2.44 0 0.0 0 353
1422 353 2.44 0 0.0 0 353
1424 353 2.44 0 0.0 0 353
1426 353 2.44 0 0.0 0 353
1428 353 2.44 0 0.0 0 353
1430 353 2.44 0 0.0 0 353
1432 353 2.44 0 0.0 0 353
1434 353 2.44 0 0.0 0 353
1436 353 2.44 0 0.0 0 353
1438 353 2.44 0 0.0 0 353
1440 353 2.44 0 0.0 0 353
